x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,Y
0.05,3.45,0.03,0.16,0.08,0.04,0.05,0.05,0.09,0.45,0,0,0.197,15.73,2.19,0.001,5.13,0.05,4.86,0.05,0.06,0.06,0
0.09,5.58,0.09,0.37,0.01,0.29,0.04,0.08,0.08,0.67,0,0,0.105,5.96,1.55,0.003,7.38,0.09,6.25,0.04,0.05,0.01,0
0.05,4.29,0.05,0.52,0.06,0.44,0.09,0.06,0.08,1,0,0,0.119,9.69,1.14,0.009,0.45,0.05,2.38,0.09,0.04,0.02,0
0.07,4.63,0.07,0.34,0.02,0.51,0.03,0.03,0.01,1.06,0,0,0.147,7.86,2.06,0.002,0.02,0.07,6.02,0.03,0.07,0.07,0
0.03,9.2,0.1,3.09,0.09,0.03,0.01,0.06,0.01,0.66,0,0,0.182,2.87,1.33,0.009,5.51,0.03,6.17,0.01,0.06,0.07,0
0.03,6.72,0.07,0.07,0.06,0.03,0.04,0.01,0.08,1.39,0,0,0.118,5.85,2.27,0.001,5.28,0.03,1.42,0.04,0.08,0.07,0
0.04,17.87,0.06,0.03,0.04,0.11,0.05,0.08,0.04,0.95,0,0,0.16,12.47,1.33,0.002,0.06,0.04,0.15,0.05,0.06,0.04,0
0.05,11.65,0.02,0.99,0,0.44,0.09,0.08,0.01,1.19,0,0,0.032,16.12,1.35,0.005,7.98,0.05,5.57,0.09,0.07,0.06,0
0.05,0.1,0.07,1.04,0.07,0.76,0.04,0.04,0.03,1.37,0,0,0.161,2.93,2.32,0.009,2.64,0.05,1.8,0.04,0.05,0.01,0
0.08,0.17,0.03,0.65,0.08,0.02,0.09,0.03,0.02,0.91,0,0,0.05,10.04,1.44,0.005,0.1,0.08,7.93,0.09,0.05,0.01,0
0.06,0.84,0.08,1,0,0.19,0.08,0.07,0.02,1.04,0,0,0.043,2.65,2.17,0.002,1.1,0.06,3.13,0.08,0.08,0,0
0.09,0.99,0.06,1.32,0.05,0.08,0.07,0.09,0.08,1.05,0,0,0.076,12.14,1.62,0.01,2.27,0.09,5.65,0.07,0.07,0.05,0
0.02,7.12,0.04,0.39,0.08,0.01,0.02,0.08,0.06,0.95,0,0,0.072,3.63,1.97,0.002,5.31,0.02,4.53,0.02,0.07,0.02,0
0,2.38,0.08,0.86,0.09,0.05,0.06,0.02,0.01,1.09,0.34,0,0.084,6.8,1.75,0.001,5.3,0,4.6,0.06,0,0.01,0
0.05,2.52,0.09,0.43,0.03,0.02,0.02,0.07,0.04,0.39,0.41,0,0.037,17.55,1.38,0.005,0.16,0.05,4.07,0.02,0.05,0.06,0
0.03,1.27,0.02,0.86,0.09,0.12,0.03,0.04,0.02,0.28,0.15,0,0.097,8.22,1.49,0.004,6.05,0.03,6.35,0.03,0.1,0.08,0
0.08,7.88,0.01,3.78,0.04,0.01,0.09,0.05,0.09,0.2,0.44,0,0.035,6.12,1.88,0.005,0.39,0.08,3.1,0.09,0.07,0.01,0
0.07,2.14,0.06,2.67,0.1,0.34,0.04,0.08,0,0.57,0.64,0,0.154,16.65,2.41,0.002,3.22,0.07,0.79,0.04,0.07,0,0
0.03,3.07,0.04,2.92,0.08,0.07,0.06,0.04,0.05,1.36,0.72,0,0.161,12.49,2.09,0.008,9.47,0.03,6.59,0.06,0.06,0.04,0
0.08,9.86,0,0.89,0.05,0.34,0,0.08,0.08,0.54,0.2,0,0.147,9.51,1.72,0,1.8,0.08,5.34,0,0.02,0,0
0.04,1.45,0.04,0.57,0.08,0.1,0.09,0.03,0.06,0.54,0.11,0,0.019,15.88,1.89,0.007,0.55,0.04,0.6,0.09,0.01,0.03,0
0.04,17.69,0.03,0.16,0.02,0.47,0.05,0,0.04,0.06,0.54,0,0.081,2.75,1.77,0.007,0.26,0.04,7.78,0.05,0.05,0.06,0
0.1,4.79,0.04,0.7,0.03,0.01,0.01,0.08,0.02,1.22,0.52,0,0.176,3.81,2.03,0.006,6.87,0.1,0.82,0.01,0.02,0.08,0
0.05,16.61,0.09,0.2,0,0.26,0.09,0.09,0.05,0.3,0.76,0,0.022,7.76,1.85,0.009,1.24,0.05,6.31,0.09,0.04,0.06,0
0.08,3.25,0.1,0.32,0.05,0.05,0.03,0.03,0.05,0.07,0.32,0,0.015,15.26,1.58,0.004,5.1,0.08,6.12,0.03,0.08,0.04,0
0.05,0.05,0.01,0.29,0.06,0.16,0.09,0.01,0.06,0.04,0.84,0,0.11,11.17,1.48,0.002,2.28,0.05,4.18,0.09,0.09,0.06,0
0.03,14.77,0.06,0.93,0.1,0.01,0.09,0.01,0.05,0.76,0.49,0,0.109,17.32,1.2,0.01,7.86,0.03,2.86,0.09,0.09,0.03,0
0.07,20.53,0.08,0.39,0.03,0.03,0.05,0.03,0.03,0.61,0.78,0,0.146,17.1,1.84,0.003,0.38,0.07,4.9,0.05,0.02,0.06,0
0.1,0.14,0.02,0.24,0,0.17,0,0.01,0.09,0.86,0.1,0,0.191,19.66,1.86,0.007,0.77,0.1,3.49,0,0.05,0.02,0
0.03,19.98,0.05,1.96,0.08,0.04,0.03,0.01,0.02,1.13,0.81,0,0.017,1.65,1.98,0.008,2.78,0.03,3.14,0.03,0.08,0.05,0
0.09,0.45,0.09,0.64,0.07,0.35,0.01,0.03,0.09,0.78,0.22,0,0.053,1.09,1.81,0.006,0.12,0.09,3.56,0.01,0.07,0.05,0
0.07,12.01,0.08,0.18,0.08,0.1,0.06,0.06,0.1,0.02,0.49,0,0.194,11.89,1.18,0.008,8.78,0.07,1.5,0.06,0.08,0.02,0
0,1.68,0.05,0.84,0.04,0.16,0.03,0.04,0.04,0.73,0.9,0,0.024,9.85,1.9,0.007,1.21,0,7.52,0.03,0.01,0.08,0
0.04,3.44,0.09,0.58,0.01,0.39,0.08,0.04,0.04,1.31,0.13,0,0.068,13.98,1.53,0,6.93,0.04,7.18,0.08,0.07,0.03,0
0.06,2.61,0.06,1.45,0.01,0.23,0.05,0.06,0,1.47,0.97,0,0.166,12.84,1.32,0.005,1.5,0.06,3.54,0.05,0.04,0.01,0
0.01,19.16,0.05,1.86,0.07,0.07,0.1,0.06,0.02,0.04,0.46,0,0.046,11.83,1.52,0.007,2.33,0.01,2.06,0.1,0.08,0.07,0
0.04,3.04,0.02,0.7,0.06,0.01,0.01,0.05,0.1,0.71,0.66,0,0.014,8.09,1.68,0.006,3.55,0.04,6.67,0.01,0.05,0.02,0
0.07,7.21,0.09,0.11,0.01,0.18,0.02,0.03,0.01,1.06,0.69,0,0.011,8.4,1.78,0.007,0.24,0.07,0.77,0.02,0.03,0.08,0
0.04,6.89,0.07,1.59,0.06,0.24,0.09,0.08,0.1,1.13,0.5,0,0.03,9.08,1.88,0.006,3.21,0.04,2.08,0.09,0.03,0.03,0
0.01,2.01,0.1,0.5,0.06,0.03,0.07,0.02,0.08,0.63,0.59,0,0.146,3.22,1.5,0.008,1.77,0.01,1.68,0.07,0.05,0.07,0
0.06,8.23,0.05,0.04,0.09,0.41,0.02,0.03,0.05,0.36,0.34,0,0.114,7.66,1.54,0.001,0.48,0.06,7.04,0.02,0.09,0,0
0.04,0.67,0.08,0.39,0.05,0.07,0.03,0.07,0.01,1.41,0.34,0,0.05,8.76,1.32,0.003,4.38,0.04,0.63,0.03,0.09,0.04,0
0.04,2.42,0.08,0.96,0.04,0.06,0.06,0.02,0.06,0.43,0.98,0,0.187,9.6,2.02,0.001,0.44,0.04,4.49,0.06,0.04,0.07,0
0,14.58,0.09,0.82,0.09,0.02,0.03,0.03,0.09,0.03,0.17,0,0.067,5.76,1.74,0.001,2.58,0,2.73,0.03,0.01,0,0
0,1.29,0.07,0.75,0.04,0.19,0.04,0.1,0.02,1.02,0.39,0,0.071,18.61,1.81,0.003,0.23,0,1.4,0.04,0.08,0.02,0
0.01,14.09,0.03,0.3,0.07,0.07,0.08,0,0.1,1.39,0.89,0,0.005,8.37,1.55,0.005,0.6,0.01,3.37,0.08,0.07,0,0
0.06,15.49,0.05,0.17,0.06,0.07,0.03,0.08,0.03,1.01,0.68,0,0.198,12.38,1.16,0.007,5.43,0.06,1.02,0.03,0.05,0.06,0
0.09,4.26,0.01,0.23,0.06,0.22,0.04,0.09,0.03,1.14,0.77,0,0.174,9.33,1.4,0.006,3.57,0.09,0.22,0.04,0.1,0.09,0
0.01,14.39,0.06,0.6,0.1,0.06,0.08,0.05,0.04,1.49,0.58,0,0.05,12.12,1.07,0.003,7.63,0.01,1.91,0.08,0,0.06,0
0.05,7.57,0.03,0.48,0.08,0.34,0.09,0.08,0.04,0.98,0.07,0,0.107,5.04,2.06,0.007,2.87,0.05,1.63,0.09,0.01,0.02,0
0.01,25.83,0,0.93,0.1,0.6,0.09,0.01,0.04,0.03,0.23,0,0.055,5.57,2.75,0,0.39,0.01,7.97,0.09,0.01,0.05,0
0.06,9.11,0.1,1.29,0.03,0.09,0.05,0.06,0.05,0.33,0.8,0,0.164,7.47,1.55,0.006,2.59,0.06,4.62,0.05,0,0.06,0
0.05,0.25,0.02,0.02,0.01,0.36,0.04,0,0.05,1.35,0.04,0,0.139,1.18,1.94,0.006,0.97,0.05,1.03,0.04,0.05,0.07,0
0.1,0.2,0.06,0.17,0.07,0.06,0.03,0.04,0.05,0.28,0.7,0,0.096,19.34,1.42,0.007,2.56,0.1,4.03,0.03,0.03,0.08,0
0.08,0.04,0.06,0.41,0.09,0.51,0.09,0.01,0.06,1.43,0.72,0,0.037,4.91,1.32,0.003,3.91,0.08,2.69,0.09,0.03,0,0
0.09,9.49,0.09,0.38,0.04,0.02,0.06,0.08,0.09,1.24,0.6,0,0.061,0.94,1.18,0.007,7.59,0.09,0.56,0.06,0.04,0.03,0
0.01,19.2,0.06,1.22,0.07,0.33,0.07,0.01,0,1.27,0.23,0,0.176,14.84,1.16,0,0.88,0.01,6,0.07,0.09,0.04,0
0.02,7.85,0.09,0.02,0.01,0.39,0.05,0.03,0.01,0.8,0.93,0,0.174,16.98,1.46,0.006,4.3,0.02,6.87,0.05,0.01,0.07,0
0.03,2.68,0.09,0.13,0.1,0.11,0.07,0.07,0,0.73,0.81,0,0.155,10.45,2.1,0.001,6.56,0.03,4.73,0.07,0.01,0.09,0
0.08,22.02,0.08,1.08,0.04,0.37,0.01,0.07,0.09,1.44,0.13,0,0.154,2.76,2.03,0.007,5.73,0.08,6.71,0.01,0,0.05,0
0.03,8.49,0.05,1.89,0.09,0.19,0.01,0.05,0.09,1.42,0.67,0,0.194,1.5,1.49,0.004,0.9,0.03,2.94,0.01,0.05,0.09,0
0.08,9.49,0.06,0.13,0.1,0.01,0.02,0.09,0.01,0.27,0.08,0,0.131,12.64,1.79,0.001,8.95,0.08,6.15,0.02,0.01,0.05,0
0.08,0.24,0.08,0.25,0.05,0.05,0.1,0.01,0,0.63,0.44,0,0.139,15.92,2.28,0.002,3.62,0.08,1.04,0.1,0,0.08,0
0.05,4.07,0.08,1.77,0.06,0.49,0.07,0.03,0.09,1.37,0.84,0,0.032,4.48,1.76,0.007,3.82,0.05,1.16,0.07,0.05,0,0
0.05,9.54,0.04,0.05,0.01,0.07,0.05,0.04,0.09,1.44,0.95,0,0.162,5.5,1.91,0.009,1.33,0.05,3.61,0.05,0.02,0.05,0
0.09,5.99,0.01,0.73,0.04,0.02,0.01,0.07,0.1,0.08,0.69,0,0.184,8.87,2.38,0.003,4.19,0.09,5.83,0.01,0.06,0.07,0
0.03,0.2,0.07,0.8,0.01,0.17,0.03,0.04,0.08,1.35,0.05,0,0.059,7.08,1.46,0.003,3.17,0.03,1.7,0.03,0.01,0.03,0
0.01,5.83,0.06,1.14,0.02,0.63,0.07,0.09,0.08,1.02,0.88,0,0.032,10.96,1.71,0.004,1.69,0.01,1.35,0.07,0.04,0.02,0
0.04,1.55,0.03,2.15,0,0.21,0.07,0.08,0.06,0.12,0.63,0,0.026,5.55,1.91,0.007,8.98,0.04,7.46,0.07,0.09,0,0
0.03,0.18,0,0.61,0.08,0.18,0.1,0.02,0.1,0.9,0.95,0,0.014,18.03,1.53,0.007,1.66,0.03,6.55,0.1,0.07,0.04,0
0.1,0.34,0.07,0.93,0.08,0.12,0.01,0.05,0.03,0.72,0.28,0,0.028,18.95,1.78,0.006,0.46,0.1,2.17,0.01,0,0.09,0
0.03,0.91,0.05,0.32,0,0.06,0.09,0,0.05,0.04,0.13,0,0.074,16.88,1.72,0.008,8.97,0.03,7.15,0.09,0.08,0,0
0.02,6.84,0.01,0.87,0.04,0.06,0.07,0.09,0.09,0.24,0.61,0,0.127,16.47,2.1,0.006,1.97,0.02,3.55,0.07,0.05,0.03,0
0.04,1.12,0.01,3.01,0.07,0.24,0.09,0.06,0.09,1.33,0.49,0,0.031,12.76,2.14,0.009,4,0.04,3.93,0.09,0,0.03,0
0.06,0.83,0.05,0.92,0,0.1,0.07,0.06,0.1,1.31,0.64,0,0.093,13.63,1.19,0.004,9.18,0.06,2.83,0.07,0.07,0.03,0
0.01,2.95,0.02,0.15,0.01,0.09,0.02,0.07,0.08,1.41,0.63,0,0.128,9.44,1.94,0.01,0.47,0.01,2.77,0.02,0.05,0.06,0
0.01,10.4,0.09,0.85,0.03,0.03,0.01,0.09,0.09,1.25,0.75,0,0.076,8.11,1.49,0.008,0.44,0.01,7.52,0.01,0.07,0.08,0
0.06,5.35,0.03,0.94,0.03,0.45,0.09,0,0.01,0.38,0.04,0,0.166,1.19,1.54,0.01,12.63,0.06,2.6,0.09,0.07,0.01,0
0.08,0.78,0.01,0.71,0.06,0.51,0.05,0.05,0.07,0.46,0.22,0,0.165,6.24,2.18,0.002,6.95,0.08,0,0.05,0.05,0.06,0
0.09,11.28,0.06,0.05,0.04,0.06,0.02,0.05,0.1,1.01,0.6,0,0.04,12.56,2,0.007,0.08,0.09,4.47,0.02,0.01,0.01,0
0.05,4.51,0.09,2.26,0.03,0.18,0.03,0.01,0.07,0.57,0.82,0,0.023,3.67,2.26,0.007,0.66,0.05,3.29,0.03,0.01,0.06,0
0.04,0.4,0.02,0.38,0.06,0.08,0.03,0.06,0.03,0.08,0.61,0,0.123,4.26,1.93,0,7.49,0.04,0.32,0.03,0.02,0.01,0
0.03,19.92,0.01,2.19,0.08,0.23,0.06,0,0.05,0.63,0.45,0,0.142,7.2,1.84,0.007,10.42,0.03,1.77,0.06,0.02,0.01,0
0.02,2.15,0.01,2.81,0.08,0.07,0.05,0.06,0.08,1.03,0.4,0,0.145,5.81,1.18,0.002,1.1,0.02,0.53,0.05,0.08,0.03,0
0.06,2.42,0.08,1.41,0.01,0.07,0.09,0.02,0.03,0.65,0.92,0,0.105,3.63,1.15,0.008,0.26,0.06,5.7,0.09,0.01,0.07,0
0.1,14.34,0.06,0.58,0.06,0.28,0.09,0.06,0.08,0.69,0.22,0,0.054,11.32,1.32,0.007,0.22,0.1,6.7,0.09,0.06,0.04,0
0.09,5.56,0.02,0.26,0.05,0.3,0.05,0.01,0.08,0.39,0.05,0,0.125,3.23,1.68,0.003,0.14,0.09,5.6,0.05,0.01,0.02,0
0.06,15.35,0.06,2.25,0.04,0.01,0.05,0.05,0.01,0.84,0.65,0,0.168,19.8,1.64,0,7.87,0.06,6.42,0.05,0.08,0,0
0.07,5.29,0.09,0.61,0.05,0.04,0.06,0.01,0.1,0.7,0.08,0,0.144,9.18,1.22,0.005,9.93,0.07,5.76,0.06,0.08,0.02,0
0.04,4.77,0.05,0.58,0.05,0.65,0.03,0.1,0.01,1.02,0.04,0,0.075,1.84,1.78,0,1.28,0.04,1.98,0.03,0.03,0.06,0
0.01,13.74,0.02,0.38,0.09,0.05,0.08,0.01,0.03,0.55,0.26,0,0.097,15.28,1.82,0.004,6.01,0.01,1.57,0.08,0.01,0.07,0
0.01,0.29,0.07,1.74,0.05,0,0.03,0.08,0.06,0.05,0.35,0,0.102,15.1,1.75,0.007,0.49,0.01,4.04,0.03,0.09,0.03,0
0,0.34,0.1,1.52,0.08,0.09,0.02,0.1,0.02,0.75,0.38,0,0.008,14.55,1.82,0.004,2.5,0,1.5,0.02,0.1,0.09,0
0.01,23.88,0.04,0.67,0.06,0.4,0.07,0.04,0.08,1.29,0.43,0,0.108,9.61,2.03,0.004,3.56,0.01,2.12,0.07,0.09,0.01,0
0.07,16.55,0.04,0.26,0.07,0.02,0,0.08,0.05,0.94,0.92,0,0.011,1.33,1.81,0.004,3.05,0.07,4.51,0,0.03,0.07,0
0.02,1.95,0.06,0.37,0.07,0.39,0.07,0.02,0.03,0.52,0.49,0,0.057,14.61,1.46,0.005,6.31,0.02,3.1,0.07,0.04,0.08,0
0.02,6.87,0.1,0.64,0.04,0.49,0,0.04,0.03,0.27,0.62,0,0.166,0.71,1.35,0.003,4.16,0.02,0.24,0,0.08,0.05,0
0.09,14.5,0.07,0.14,0.07,0.03,0.07,0.05,0.09,1.07,0.22,0,0.089,16.68,1.73,0.01,3.53,0.09,7.81,0.07,0.05,0,0
0.04,3.65,0.06,0.92,0.01,0.06,0.1,0.04,0.09,1.49,0.11,0,0.087,16.7,2.19,0.006,0.13,0.04,4.27,0.1,0.03,0.07,0
0.09,8.52,0.02,0.22,0.05,0.05,0.07,0.02,0.08,0.82,0.62,0,0.177,15.11,1.15,0.001,10.39,0.09,6.52,0.07,0.07,0.07,0
0.04,4.54,0.04,0.37,0.01,0.02,0.08,0.08,0.05,1.14,0.26,0,0.18,16.44,2.28,0.01,12.23,0.04,7.79,0.08,0.02,0.01,0
0,2.78,0.08,0.73,0.05,0.27,0.03,0.08,0.01,1.17,0.43,0,0.091,14.95,1.02,0.009,12.74,0,0.54,0.03,0.04,0.04,0
0.01,0.75,0.07,0.14,0.07,0.28,0.02,0.06,0.08,0.44,0.07,0,0.15,10.78,1.38,0.005,3.9,0.01,4.51,0.02,0,0.08,0
0.03,0.91,0.07,2.83,0.07,0.41,0.09,0.08,0.04,0.02,0.63,0,0.042,11.9,2.17,0.009,0.66,0.03,6.67,0.09,0.03,0.04,0
0.09,8.22,0.08,0.75,0.06,0.48,0,0.04,0.01,0.02,0.22,0,0.017,14.21,1.83,0.001,9.42,0.09,0.74,0,0.03,0.06,0
0.04,27.12,0.02,0.51,0.06,0.74,0.03,0.07,0.1,0.62,0.8,0,0.093,11.58,1.59,0.004,6.29,0.04,0.2,0.03,0.07,0.02,0
0.01,0.67,0.03,1.42,0.06,0.07,0.01,0.07,0.01,0.33,0.22,0,0.061,2.07,1,0.01,11.38,0.01,4.79,0.01,0.05,0.02,0
0.03,8.22,0.06,0.88,0.05,0.15,0.1,0.08,0.01,0.47,0.67,0,0.042,0.67,1,0.008,0.92,0.03,2.28,0.1,0.1,0.08,0
0.01,3.78,0.03,1.92,0.05,0.23,0.08,0.07,0.04,1.33,0.21,0,0.151,9.56,1,0.009,4.53,0.01,7.23,0.08,0.01,0.01,0
0.08,4.77,0.1,1.79,0.02,0.1,0.04,0.08,0.05,0.78,0.46,0,0.082,17.55,1,0.006,4.94,0.08,7.02,0.04,0.04,0.01,0
0.1,1.97,0.06,0.26,0.05,0.22,0.07,0.04,0.08,0.62,0.02,0,0.09,13.97,1,0.008,0.97,0.1,3.78,0.07,0.02,0.06,0
0.03,11.73,0.01,0.5,0.1,0.3,0,0.09,0.06,1.43,0.16,0,0.075,14.67,1,0.002,8.44,0.03,3.34,0,0.09,0.02,0
0.02,0.11,0.06,0.96,0.05,0.34,0.09,0.04,0.04,0.21,0,0,0.111,4.74,1,0.001,10.6,0.02,7.92,0.09,0.02,0.04,0
0.09,0.15,0.09,0.14,0.05,0.12,0.01,0.07,0.07,1.06,0,0,0.061,1.71,1,0,0.24,0.09,5.22,0.01,0.03,0.06,0
0.1,0.83,0.08,2.85,0.07,0.46,0,0.06,0.01,0.11,0,0,0.058,8.99,1,0.001,0.82,0.1,7.51,0,0.05,0.09,0
0,10.9,0.07,0.28,0.09,0.29,0.07,0.06,0.07,0.81,0,0,0.066,5.51,1,0,8.74,0,5.73,0.07,0.02,0.02,0
0.01,0.21,0.04,0.54,0.1,0.1,0.09,0.01,0.01,1.3,0,0,0.154,15.79,1,0.007,2.69,0.01,5.69,0.09,0.05,0.04,0
0.01,27.73,0.06,0.77,0.09,0.2,0.07,0.03,0,0.58,0,0,0.112,11.74,1,0.007,7.58,0.01,7.21,0.07,0.04,0.09,0
0,3.11,0.07,1.24,0.07,0.06,0.03,0.03,0.04,0.74,0,0,0.016,15.15,1,0.005,0.46,0,6.24,0.03,0.09,0.05,0
1.65,9.08,0.04,2.85,0.007,0.35,0.08,0.83,0.17,0.05,0.2,0,0.054,16.08,1.13,0.007,37.75,1.65,6.78,0.08,0.34,0.02,1
2.32,21.16,0.01,3.31,0.002,5.28,0.08,0.68,0.66,0.9,0.65,0.65,0.1,2.01,1.93,0.003,32.26,2.32,3.21,0.08,0.27,0.05,1
1.36,11.33,0.04,2.96,0.001,7.23,0.02,0.03,1.66,1.08,0.71,0.71,0.016,1.41,1.29,0.004,9.12,1.36,1.72,0.02,0.45,0.05,1
0.92,24.33,0.03,0.2,0.006,2.67,0.02,0.69,0.57,0.61,0.13,0.001,0.117,6.74,1.11,0.003,16.9,0.92,2.41,0.02,0.06,0.02,1
0.94,14.47,0.03,2.88,0.003,0.8,0.08,0.43,1.38,0.11,0.67,0.67,0.135,9.75,1.89,0.006,27.17,0.94,5.42,0.08,0.19,0.02,1
0.6,24.58,0.01,0.71,0.005,3.14,0.08,0.77,1.45,0.98,0.35,0.002,0.167,14.66,1.84,0.004,23.43,0.6,4.99,0.08,0.25,0.08,1
0.22,16.76,0.02,1.37,0.007,6.4,0.03,0.49,0.82,1.24,0.83,0.83,0.109,4.79,1.46,0.01,30.42,0.22,0.08,0.03,0.31,0.01,1
1.35,21.96,0.04,0.84,0.002,0.1,0.08,0.76,0.17,0.58,0.52,0.52,0.011,18.4,1.49,0.009,21.52,1.35,1.3,0.08,0.48,0.08,1
1.88,19.26,0.02,2.78,0.008,0.05,0.03,0.42,1,0.09,0.91,0.91,0.103,4.37,1.95,0.006,22.12,1.88,1.97,0.03,0.06,0.05,1
4.93,23.98,0.04,3.05,0.008,0.7,0.09,0.51,1.35,1.07,0.7,0.7,0.101,1.16,1.11,0.008,26.8,4.93,5.58,0.09,0.38,0.03,1
2.89,18.82,0.05,3.77,0.008,5.99,0.1,0.54,0.79,0.54,0.2,0.009,0.126,17.56,1.82,0.009,17.54,2.89,4.33,0.1,0.05,0.02,1
0.61,2.41,0.03,0.59,0.002,1.94,0.01,0.77,1.54,0.62,0.23,0.001,0.017,1.99,1.08,0.007,11.16,0.61,0.98,0.01,0.47,0.03,1
3.47,15.84,0.02,0.06,0.001,5.29,0.06,0.47,1.08,1.43,0.89,0.89,0.08,1.91,1.2,0.008,0.18,3.47,6.89,0.06,0.12,0.08,1
2.11,17.03,0.02,0.88,0.009,7.78,0.1,0.88,1.15,0.34,0.85,0.85,0.065,17.86,1.53,0.003,19.4,2.11,1.14,0.1,0.4,0.01,1
4.12,17.99,0.02,3.43,0.006,0.01,0.1,0.41,1.82,0.22,0.99,0.99,0.108,8.06,1.76,0.005,24.29,4.12,0.88,0.1,0.1,0.07,1
0.68,18.99,0.001,0.04,0.006,4.57,0.03,0.2,1.18,1,0.92,0.92,0.086,9.46,1.41,0.007,21.79,0.68,3.05,0.03,0.13,0.08,1
1.15,8.12,0.02,0.97,0.007,3.47,0.03,0.65,1.51,1.46,0.58,0.58,0.061,8.96,1.5,0.004,14.6,1.15,1.74,0.03,0.01,0.06,1
0.27,10.67,0.02,0.55,0.001,3.74,0.02,0.12,1.77,0.43,0.8,0.8,0.114,12.69,1.18,0.008,34.64,0.27,0.9,0.02,0.16,0.06,1
3.31,22.07,0.03,0.46,0.001,7.22,0.04,0.73,1.05,1,0.25,0.007,0.109,1.92,1.07,0.001,39.4,3.31,0.49,0.04,0.47,0.05,1
1.82,6.81,0.01,0.85,0.006,2.55,0.08,0.25,1.09,1.35,0.16,0.002,0.031,16.99,1.7,0.007,44.76,1.82,1.15,0.08,0.26,0.08,1
4.41,15.14,0.03,1.76,0.007,6.63,0.01,0.62,1.57,0.26,0.69,0.69,0.182,1.49,1.81,0.008,24.91,4.41,2.39,0.01,0.2,0.05,1
1.69,22.8,0.001,2.01,0.002,5.87,0.06,0.78,1.53,0.87,0.13,0.008,0.079,8.64,1.19,0.007,24.61,1.69,7.77,0.06,0.11,0.05,1
1.87,6.1,0.05,3.74,0.008,2.86,0.02,0.52,1.03,0.51,0.77,0.77,0.012,1.11,1.55,0.008,20.32,1.87,2.21,0.02,0.48,0.04,1
2.71,26.19,0.04,3.02,0.006,4,0.05,0.17,1.56,0.91,0.38,0.005,0.013,11,1,0.006,14.16,2.71,6.16,0.05,0.05,0.08,1
4.49,4.07,0.05,1.87,0.005,4.55,0.04,0.32,0.9,0.55,0.3,0.002,0.135,5.23,1.43,0.004,36.52,4.49,6.15,0.04,0.16,0.04,1
3.52,23.19,0.03,2.69,0.006,4.94,0.08,0.76,1.85,1.24,0.75,0.75,0.124,1.91,1,0.008,24.84,3.52,3.19,0.08,0.37,0.06,1
4.35,26.85,0.02,0.88,0.004,0.64,0.04,0.61,0.91,0.42,0.44,0.006,0.107,13.24,1.19,0.009,0.73,4.35,0.5,0.04,0.35,0,1
3.37,1.07,0.04,1.86,0.003,2.9,0.02,0.84,1.92,1.2,0.32,0.003,0.082,18.91,1.73,0.008,23.6,3.37,0.37,0.02,0.46,0.08,1
1.51,0.14,0.02,0.06,0.003,5.71,0.07,0.88,1.71,1.42,0.27,0.002,0.103,16.16,1.25,0.006,17.24,1.51,2.3,0.07,0,0,1
2.68,9.02,0.04,3.98,0.002,0.22,0.08,0.09,0.54,0.14,0.27,0.004,0.069,8.43,1.84,0.007,21.79,2.68,2.91,0.08,0.43,0.09,1
0.3,0.44,0.001,2.5,0.007,6.11,0.09,0.35,1.79,0.89,0.67,0.67,0.136,14.27,1.73,0.006,16.99,0.3,4.12,0.09,0.42,0.01,1
0.23,23.16,0.001,3.5,0.002,0.68,0.07,0.47,0.54,1.33,0.05,0.001,0.166,11.59,1.2,0.006,28.03,0.23,0.92,0.07,0.03,0.08,1
2.55,20.81,0.04,2.8,0.004,7.7,0.01,0.82,0.44,1.2,0.77,0.77,0.112,10.09,1.34,0.001,11,2.55,1.53,0.01,0.27,0.06,1
4.32,10.15,0.04,1.98,0.001,7.97,0.04,0.32,1.98,0.66,0.06,0.008,0.101,7.22,1.69,0.009,5.2,4.32,5.63,0.04,0.12,0.01,1
0.24,8.63,0.04,1.07,0.008,6.19,0.05,0.49,0.65,0.9,0.58,0.58,0.093,10.16,1.21,0.003,10.21,0.24,5.8,0.05,0.24,0.05,1
0.42,3.22,0.01,0.65,0.008,0.9,0,0.83,1.08,0.15,0.23,0.007,0.184,2.67,1.21,0.001,13.9,0.42,4.86,0,0.21,0.05,1
0.77,12.4,0.05,3.45,0.006,4.5,0.01,0.04,0.14,1.01,0.42,0,0.015,9.11,1.69,0.008,30.41,0.77,4.34,0.01,0.35,0,1
0.6,2.21,0.001,3.53,0.002,0.88,0.09,0.64,1.26,0.83,0.77,0.77,0.09,11.38,1.68,0.004,31.6,0.6,2.75,0.09,0.24,0.08,1
0.58,29.19,0.02,1.71,0.007,1.13,0.05,0.53,1.34,0.03,0.98,0.98,0.068,10.9,1.45,0.005,2.75,0.58,3.81,0.05,0.18,0.02,1
3.82,13.59,0.01,0.84,0.001,3.85,0.03,0.23,1.69,1.47,0.05,0.008,0.123,5.54,1.13,0.009,14.98,3.82,6.13,0.03,0.48,0.05,1
2.78,3.14,0.02,0.22,0.009,6.16,0.01,0.47,1.75,1.28,0.23,0.008,0.177,16.44,1.24,0.003,40.47,2.78,4.91,0.01,0.17,0.08,1
